date,sku_location,units,promo,temp_c
2024-01-01,SKU_A|STORE_1,32,0,10.002460306714966
2024-01-25,SKU_A|STORE_2,57,1,12.814655956711508
2024-01-26,SKU_A|STORE_2,26,0,15.711539810870095
2024-01-27,SKU_A|STORE_2,15,0,16.5362638073981
2024-01-28,SKU_A|STORE_2,24,0,18.98200601181363
2024-01-29,SKU_A|STORE_2,26,0,14.170062354186253
2024-01-30,SKU_A|STORE_2,32,0,16.95178500677715
2024-01-31,SKU_A|STORE_2,39,0,16.53047441882638
2024-02-01,SKU_A|STORE_2,37,0,14.060621905161298
2024-02-02,SKU_A|STORE_2,39,0,16.242074817214245
2024-02-03,SKU_A|STORE_2,30,0,15.929112239386813
2024-02-04,SKU_A|STORE_2,25,0,11.978492906117866
2024-02-05,SKU_A|STORE_2,46,1,17.99775932425787
2024-02-06,SKU_A|STORE_2,40,0,18.050090120932666
2024-02-07,SKU_A|STORE_2,39,0,16.258850655537117
2024-02-08,SKU_A|STORE_2,28,0,14.624598552152118
2024-02-09,SKU_A|STORE_2,25,0,20.424322715555654
2024-02-10,SKU_A|STORE_2,24,0,18.157186185469723
2024-02-11,SKU_A|STORE_2,38,1,19.81695732044302
2024-02-12,SKU_A|STORE_2,36,0,20.760259012311373
2024-02-13,SKU_A|STORE_2,39,0,17.051509857349302
2024-02-14,SKU_A|STORE_2,48,0,19.868942271965537
2024-02-15,SKU_A|STORE_2,34,0,17.911201897279547
2024-02-16,SKU_A|STORE_2,25,0,18.414782184381536
2024-02-17,SKU_A|STORE_2,14,0,18.512497226273577
2024-02-18,SKU_A|STORE_2,24,0,18.822366410657754
2024-02-19,SKU_A|STORE_2,31,0,21.191585451617343
2024-02-20,SKU_A|STORE_2,46,0,19.34732476379997
2024-02-21,SKU_A|STORE_2,37,0,18.925512426491064
2024-02-22,SKU_A|STORE_2,36,0,18.81047574981608
2024-02-23,SKU_A|STORE_2,38,1,20.173976179491724
2024-02-24,SKU_A|STORE_2,19,0,17.826596931480296
2024-02-25,SKU_A|STORE_2,27,0,18.733151846988406
2024-02-26,SKU_A|STORE_2,28,0,19.75315747741446
2024-02-27,SKU_A|STORE_2,40,0,18.842350891972963
2024-02-28,SKU_A|STORE_2,35,0,19.850468561739987
2024-02-29,SKU_A|STORE_2,65,1,18.976251372492325
2024-03-01,SKU_A|STORE_2,28,0,24.313083057367578
2024-03-02,SKU_A|STORE_2,28,0,23.06759773805085
2024-03-03,SKU_A|STORE_2,29,0,21.410604787859796
2024-03-04,SKU_A|STORE_2,42,0,20.501573083042636
2024-03-05,SKU_A|STORE_2,47,0,25.085304483113006
2024-03-06,SKU_A|STORE_2,40,0,21.44147625197416
2024-03-07,SKU_A|STORE_2,37,0,20.71047473789391
2024-03-08,SKU_A|STORE_2,28,0,21.575788611860922
2024-03-09,SKU_A|STORE_2,23,0,21.66354186542345
2024-03-10,SKU_A|STORE_2,32,0,23.951135615917813
2024-03-11,SKU_A|STORE_2,39,0,21.168117360907242
2024-03-12,SKU_A|STORE_2,40,0,25.47692234341725
2024-03-13,SKU_A|STORE_2,38,0,19.583114129122276
2024-03-14,SKU_A|STORE_2,35,0,22.800778629379533
2024-03-15,SKU_A|STORE_2,20,0,19.471164365807255
2024-03-16,SKU_A|STORE_2,31,0,25.167759319715536
2024-03-17,SKU_A|STORE_2,29,0,20.927748374071907
2024-03-18,SKU_A|STORE_2,34,0,21.524388518593256
2024-03-19,SKU_A|STORE_2,40,0,23.53767927467409
2024-03-20,SKU_A|STORE_2,59,1,24.244861466124323
2024-03-21,SKU_A|STORE_2,33,0,19.551923970082722
2024-03-22,SKU_A|STORE_2,30,0,21.12136781774205
2024-03-23,SKU_A|STORE_2,29,0,19.0583467631283
2024-03-24,SKU_A|STORE_2,36,0,22.15380024379928
2024-03-25,SKU_A|STORE_2,34,0,21.703921442732526
2024-03-26,SKU_A|STORE_2,46,0,21.232746837208296
2024-03-27,SKU_A|STORE_2,36,0,20.58210527596493
2024-03-28,SKU_A|STORE_2,37,0,21.196086749602134
2024-03-29,SKU_A|STORE_2,21,0,20.488434376405873
2024-03-30,SKU_A|STORE_2,26,0,23.048923818928447
2024-03-31,SKU_A|STORE_2,27,0,25.02912211816808
2024-04-01,SKU_A|STORE_2,29,0,18.138440659696247
2024-04-02,SKU_A|STORE_2,49,0,21.767064871713977
2024-04-03,SKU_A|STORE_2,41,0,21.158211820060078
2024-04-04,SKU_A|STORE_2,46,0,22.971293764022995
2024-04-05,SKU_A|STORE_2,28,0,20.071471895697275
2024-04-06,SKU_A|STORE_2,25,0,21.667035159664493
2024-04-07,SKU_A|STORE_2,33,0,19.862079368251365
2024-04-08,SKU_A|STORE_2,36,0,23.312477878154557
2024-04-09,SKU_A|STORE_2,36,0,22.091918027838044
2024-04-10,SKU_A|STORE_2,51,0,21.54118195166102
2024-04-11,SKU_A|STORE_2,32,0,22.571753657586658
2024-04-12,SKU_A|STORE_2,30,0,21.302152014497903
2024-04-13,SKU_A|STORE_2,17,0,18.647722333792224
2024-04-14,SKU_A|STORE_2,30,0,22.903587427454955
2024-04-15,SKU_A|STORE_2,33,0,22.241958700463673
2024-04-16,SKU_A|STORE_2,41,0,21.30709419319902
2024-04-17,SKU_A|STORE_2,58,0,23.531496444036897
2024-04-18,SKU_A|STORE_2,44,0,23.941604903431326
2024-04-19,SKU_A|STORE_2,36,0,19.259606691322304
2024-04-20,SKU_A|STORE_2,23,0,19.818186816175658
2024-04-21,SKU_A|STORE_2,39,0,24.40770391222075
2024-04-22,SKU_A|STORE_2,35,0,24.080279888727805
2024-04-23,SKU_A|STORE_2,40,0,19.691900915283558
2024-04-24,SKU_A|STORE_2,37,0,18.730068561843815
2024-04-25,SKU_A|STORE_2,40,0,19.73586840524077
2024-04-26,SKU_A|STORE_2,25,0,19.931022747495373
2024-04-27,SKU_A|STORE_2,22,0,17.672137964122772
2024-04-28,SKU_A|STORE_2,26,0,20.812405994317423
2024-04-29,SKU_A|STORE_2,31,0,18.096330052070883
2024-04-30,SKU_A|STORE_2,41,0,18.13936714759938
2024-05-01,SKU_A|STORE_2,34,0,22.29268866904407
2024-05-02,SKU_A|STORE_2,25,0,18.991326985637414
2024-05-03,SKU_A|STORE_2,29,0,20.108923672769027
2024-05-04,SKU_A|STORE_2,17,0,21.401181399588154
2024-05-05,SKU_A|STORE_2,31,0,21.657553897206093
2024-05-06,SKU_A|STORE_2,38,0,19.242210127101394
2024-05-07,SKU_A|STORE_2,23,0,19.886691574660194
2024-05-08,SKU_A|STORE_2,44,0,18.02694737706183
2024-05-09,SKU_A|STORE_2,40,0,23.04895375830943
2024-05-10,SKU_A|STORE_2,35,0,20.727697896470875
2024-05-11,SKU_A|STORE_2,25,0,17.092128936552427
2024-05-12,SKU_A|STORE_2,21,0,19.174779291199197
2024-05-13,SKU_A|STORE_2,30,0,20.459105305103016
2024-05-14,SKU_A|STORE_2,42,0,19.853486063320624
2024-05-15,SKU_A|STORE_2,62,0,22.413030885118648
2024-05-16,SKU_A|STORE_2,46,0,21.35676119047837
2024-05-17,SKU_A|STORE_2,24,0,17.38839040563309
2024-05-18,SKU_A|STORE_2,26,0,18.141013721719208
2024-05-19,SKU_A|STORE_2,19,0,15.606198127771824
2024-05-20,SKU_A|STORE_2,30,0,18.515672336341296
2024-05-21,SKU_A|STORE_2,39,0,18.163918405601695
2024-05-22,SKU_A|STORE_2,46,0,23.111622284076844
2024-05-23,SKU_A|STORE_2,39,0,17.740303983569245
2024-05-24,SKU_A|STORE_2,32,0,13.196910438257756
2024-05-25,SKU_A|STORE_2,19,0,15.875315785289958
2024-05-26,SKU_A|STORE_2,33,0,17.278121450559826
2024-05-27,SKU_A|STORE_2,40,0,14.373236629666293
2024-05-28,SKU_A|STORE_2,23,0,14.980655780818985
2024-05-29,SKU_A|STORE_2,47,0,15.811613646031608
2024-05-30,SKU_A|STORE_2,57,1,17.05238384687443
2024-05-31,SKU_A|STORE_2,26,0,15.862064669765669
2024-06-01,SKU_A|STORE_2,22,0,14.236436786455437
2024-06-02,SKU_A|STORE_2,22,0,17.410634954294533
2024-06-03,SKU_A|STORE_2,48,1,14.574639193037289
2024-06-04,SKU_A|STORE_2,33,0,14.472262635277964
2024-06-05,SKU_A|STORE_2,38,0,12.52692222830337
2024-06-06,SKU_A|STORE_2,21,0,13.527972596510926
2024-06-07,SKU_A|STORE_2,29,0,16.21581469755777
2024-06-08,SKU_A|STORE_2,22,0,11.487773002810101
2024-06-09,SKU_A|STORE_2,32,0,14.390148193180158
2024-06-10,SKU_A|STORE_2,24,0,15.776014815306974
2024-06-11,SKU_A|STORE_2,39,0,13.393130537792294
2024-06-12,SKU_A|STORE_2,23,0,14.432482823504293
2024-06-13,SKU_A|STORE_2,30,0,11.523696468464067
2024-06-14,SKU_A|STORE_2,31,1,16.18110963565137
2024-06-15,SKU_A|STORE_2,22,0,15.564868774596126
2024-06-16,SKU_A|STORE_2,30,0,13.634984079102727
2024-06-17,SKU_A|STORE_2,35,0,9.454108445939397
2024-06-18,SKU_A|STORE_2,36,0,10.671743367373217
2024-06-19,SKU_A|STORE_2,40,0,14.515657109140239
2024-06-20,SKU_A|STORE_2,29,0,15.786316858080323
2024-06-21,SKU_A|STORE_2,21,0,12.750429908676752
2024-06-22,SKU_A|STORE_2,26,0,14.448322023333603
2024-06-23,SKU_A|STORE_2,21,0,10.534066956195415
2024-06-24,SKU_A|STORE_2,23,0,11.166203816209162
2024-06-25,SKU_A|STORE_2,42,0,11.342203892586955
2024-06-26,SKU_A|STORE_2,33,0,11.980634505276393
2024-06-27,SKU_A|STORE_2,41,1,7.871018569911717
2024-06-28,SKU_A|STORE_2,21,0,12.603893013466106
2024-06-29,SKU_A|STORE_2,18,0,13.161360084787958
2024-06-30,SKU_A|STORE_2,21,0,8.012350985045671
2024-07-01,SKU_A|STORE_2,29,0,7.392604620144558
2024-07-02,SKU_A|STORE_2,28,0,10.597836266570978
2024-07-03,SKU_A|STORE_2,30,0,8.381554905049502
2024-07-04,SKU_A|STORE_2,39,0,4.742073838749872
2024-07-05,SKU_A|STORE_2,19,0,10.894607703661213
2024-07-06,SKU_A|STORE_2,23,0,9.382551083000505
2024-07-07,SKU_A|STORE_2,20,0,7.912265006577923
2024-07-08,SKU_A|STORE_2,29,0,12.886980499961139
2024-07-09,SKU_A|STORE_2,35,0,8.732830373928351
2024-07-10,SKU_A|STORE_2,46,1,6.743549516351105
2024-07-11,SKU_A|STORE_2,29,0,8.248619468938497
2024-07-12,SKU_A|STORE_2,18,0,5.76266243643147
2024-07-13,SKU_A|STORE_2,26,0,6.116511774395596
2024-07-14,SKU_A|STORE_2,21,0,8.210474618972817
2024-07-15,SKU_A|STORE_2,34,0,6.127935544808151
2024-07-16,SKU_A|STORE_2,26,0,6.133785686288306
2024-07-17,SKU_A|STORE_2,36,0,10.173903808945477
2024-07-18,SKU_A|STORE_2,23,0,8.356529463982175
2024-07-19,SKU_A|STORE_2,19,0,8.045097808931759
2024-07-20,SKU_A|STORE_2,20,0,7.300348913166522
2024-07-21,SKU_A|STORE_2,25,0,7.015501336754033
2024-07-22,SKU_A|STORE_2,30,0,8.765822045765484
2024-07-23,SKU_A|STORE_2,39,0,5.6203432592924685
2024-07-24,SKU_A|STORE_2,28,0,9.178532667351984
2024-07-25,SKU_A|STORE_2,29,0,3.3741133441977786
2024-07-26,SKU_A|STORE_2,20,0,4.577653118770051
2024-07-27,SKU_A|STORE_2,20,0,2.1428031976135777
2024-07-28,SKU_A|STORE_2,20,0,4.0262285484081755
2024-07-29,SKU_A|STORE_2,39,1,5.566004543807303
2024-07-30,SKU_A|STORE_2,29,0,7.248579686364003
2024-07-31,SKU_A|STORE_2,31,0,2.838072438301914
2024-08-01,SKU_A|STORE_2,36,0,3.995707185848884
2024-08-02,SKU_A|STORE_2,21,0,3.0888305081398917
2024-08-03,SKU_A|STORE_2,20,0,2.1540395404870094
2024-08-04,SKU_A|STORE_2,14,1,1.0783558304175278
2024-08-05,SKU_A|STORE_2,25,0,3.4062511816814847
2024-08-06,SKU_A|STORE_2,27,0,-0.34939721572221716
2024-08-07,SKU_A|STORE_2,31,0,3.1676632741393225
2024-08-08,SKU_A|STORE_2,37,0,2.8224151122764396
2024-08-09,SKU_A|STORE_2,19,0,1.3010842025923046
2024-08-10,SKU_A|STORE_2,14,0,0.43303908503005983
2024-08-11,SKU_A|STORE_2,22,0,-0.47327112205686817
2024-08-12,SKU_A|STORE_2,31,0,5.88078053544646
2024-08-13,SKU_A|STORE_2,26,0,-0.7007104989400581
2024-08-14,SKU_A|STORE_2,33,0,4.946123805376054
2024-08-15,SKU_A|STORE_2,50,1,2.880954797091305
2024-08-16,SKU_A|STORE_2,19,0,0.8049547421441073
2024-08-17,SKU_A|STORE_2,19,0,-0.9262766515548781
2024-08-18,SKU_A|STORE_2,19,0,3.330296344682122
2024-08-19,SKU_A|STORE_2,53,1,4.56463826330101
2024-08-20,SKU_A|STORE_2,27,0,-0.9000507480037325
2024-08-21,SKU_A|STORE_2,21,0,0.23584623475262445
2024-08-22,SKU_A|STORE_2,28,0,2.8046390331829354
2024-08-23,SKU_A|STORE_2,14,0,1.2437684591091118
2024-08-24,SKU_A|STORE_2,12,0,4.445727546920922
2024-08-25,SKU_A|STORE_2,22,0,-0.8180482547940258
2024-08-26,SKU_A|STORE_2,19,0,1.2861257993880304
2024-08-27,SKU_A|STORE_2,19,0,-2.4181063245702448
2024-08-28,SKU_A|STORE_2,29,0,4.160677707974455
2024-08-29,SKU_A|STORE_2,30,0,-1.6036703128132632
2024-08-30,SKU_A|STORE_2,20,0,-4.66780009558832
2024-08-31,SKU_A|STORE_2,15,0,-0.6092335791181955
2024-09-01,SKU_A|STORE_2,22,0,-0.7393370667385015
2024-09-02,SKU_A|STORE_2,20,0,3.2709965774411534
2024-09-03,SKU_A|STORE_2,25,0,-1.3343271623214026
2024-09-04,SKU_A|STORE_2,27,0,-0.7753589771030989
2024-09-05,SKU_A|STORE_2,28,0,0.3466081159293535
2024-09-06,SKU_A|STORE_2,33,0,2.2452858050883697
2024-09-07,SKU_A|STORE_2,19,0,-1.1374627415383145
2024-09-08,SKU_A|STORE_2,24,0,0.9874671208586507
2024-09-09,SKU_A|STORE_2,27,0,-0.13251799633378814
2024-09-10,SKU_A|STORE_2,30,0,-1.8350468250691025
2024-09-11,SKU_A|STORE_2,28,0,-1.1580248367028902
2024-09-12,SKU_A|STORE_2,20,0,-1.3229912024325705
2024-09-13,SKU_A|STORE_2,23,0,-3.2762212310004095
2024-09-14,SKU_A|STORE_2,20,0,0.922747705044642
2024-09-15,SKU_A|STORE_2,18,0,-4.332887088106124
2024-09-16,SKU_A|STORE_2,30,0,0.7270844488128736
2024-09-17,SKU_A|STORE_2,37,0,0.24342029870042303
2024-09-18,SKU_A|STORE_2,29,0,-1.8982251237481444
2024-09-19,SKU_A|STORE_2,27,0,-3.28625299469336
2024-09-20,SKU_A|STORE_2,19,0,-2.2479687950835934
2024-09-21,SKU_A|STORE_2,18,0,-0.8858284835755721
2024-09-22,SKU_A|STORE_2,19,0,-0.378014204060221
2024-09-23,SKU_A|STORE_2,20,0,-1.3195308408417967
2024-09-24,SKU_A|STORE_2,32,0,0.065190481072668
2024-09-25,SKU_A|STORE_2,44,0,-3.056132877263308
2024-09-26,SKU_A|STORE_2,28,0,-1.490754024049991
2024-09-27,SKU_A|STORE_2,25,0,-5.1116975521236085
2024-09-28,SKU_A|STORE_2,12,0,-0.4593032693456005
2024-09-29,SKU_A|STORE_2,15,0,-1.688202864345114
2024-09-30,SKU_A|STORE_2,15,0,-2.830148258206309
2024-10-01,SKU_A|STORE_2,29,0,0.3231959606042145
2024-10-02,SKU_A|STORE_2,35,0,-0.6141697261656756
2024-10-03,SKU_A|STORE_2,32,0,-7.623788618364337
2024-10-04,SKU_A|STORE_2,19,0,-1.9014585573320493
2024-10-05,SKU_A|STORE_2,23,0,-4.877947670753439
2024-10-06,SKU_A|STORE_2,19,0,0.18229179517056204
2024-10-07,SKU_A|STORE_2,28,0,3.0475347630822087
2024-10-08,SKU_A|STORE_2,29,0,-2.943733534445876
2024-10-09,SKU_A|STORE_2,50,1,-1.7300316360443782
2024-10-10,SKU_A|STORE_2,31,0,-2.350260456545031
2024-10-11,SKU_A|STORE_2,16,0,-1.11205957658466
2024-10-12,SKU_A|STORE_2,15,0,-0.4865796120417045
2024-10-13,SKU_A|STORE_2,22,0,0.8402077750127206
2024-10-14,SKU_A|STORE_2,16,0,-3.6640481310646167
2024-10-15,SKU_A|STORE_2,27,0,1.5025025614291256
2024-10-16,SKU_A|STORE_2,25,0,-3.451906963945481
2024-10-17,SKU_A|STORE_2,33,0,-0.9793800077276124
2024-10-18,SKU_A|STORE_2,35,1,0.8423353600505012
2024-10-19,SKU_A|STORE_2,23,0,0.013719281254152005
2024-10-20,SKU_A|STORE_2,19,0,-3.224306531102411
2024-10-21,SKU_A|STORE_2,27,0,-2.682119928951795
2024-10-22,SKU_A|STORE_2,21,0,-2.1307085513374986
2024-10-23,SKU_A|STORE_2,35,0,-1.2328387652021753
2024-10-24,SKU_A|STORE_2,38,1,1.2422510440378578
2024-10-25,SKU_A|STORE_2,21,0,-3.5531587332276002
2024-10-26,SKU_A|STORE_2,12,0,0.049237255593850615
2024-10-27,SKU_A|STORE_2,20,0,0.4243744285188147
2024-10-28,SKU_A|STORE_2,24,0,0.4128012868008444
2024-10-29,SKU_A|STORE_2,20,0,0.3238025495956115
2024-10-30,SKU_A|STORE_2,33,0,2.525935780908917
2024-10-31,SKU_A|STORE_2,22,0,0.5661404299773027
2024-11-01,SKU_A|STORE_2,29,0,1.4087509898102946
2024-11-02,SKU_A|STORE_2,12,0,0.9292879115243966
2024-11-03,SKU_A|STORE_2,17,0,3.4988047978428445
2024-11-04,SKU_A|STORE_2,17,0,-3.7736569955154473
2024-11-05,SKU_A|STORE_2,34,0,2.7064985146095983
2024-11-06,SKU_A|STORE_2,46,1,-0.26053025659521256
2024-11-07,SKU_A|STORE_2,39,1,-0.17776677896889015
2024-11-08,SKU_A|STORE_2,23,0,-1.4303013675341492
2024-11-09,SKU_A|STORE_2,14,0,-3.1009411488629577
2024-11-10,SKU_A|STORE_2,28,0,0.0032323822776154643
2024-11-11,SKU_A|STORE_2,21,0,-0.47425632077829194
2024-11-12,SKU_A|STORE_2,28,0,2.0246829065627225
2024-11-13,SKU_A|STORE_2,29,0,-1.7695292214426712
2024-11-14,SKU_A|STORE_2,39,1,4.1794978995372905
2024-11-15,SKU_A|STORE_2,19,0,2.00398821904743
2024-11-16,SKU_A|STORE_2,18,0,1.1106946923186578
2024-11-17,SKU_A|STORE_2,22,0,0.3365200949442082
2024-11-18,SKU_A|STORE_2,21,0,0.33226246309972995
2024-11-19,SKU_A|STORE_2,24,0,-0.19978974814857065
2024-11-20,SKU_A|STORE_2,28,0,1.127723817765885
2024-11-21,SKU_A|STORE_2,42,1,2.38691321910689
2024-11-22,SKU_A|STORE_2,18,0,2.180712119822375
2024-11-23,SKU_A|STORE_2,27,0,-0.13069818899109054
2024-11-24,SKU_A|STORE_2,15,0,2.331623274383446
2024-11-25,SKU_A|STORE_2,21,0,1.2440308878802229
2024-11-26,SKU_A|STORE_2,21,0,3.519343294630742
2024-11-27,SKU_A|STORE_2,35,0,7.100079992396798
2024-11-28,SKU_A|STORE_2,60,1,4.793983329766942
2024-11-29,SKU_A|STORE_2,25,0,3.0927728339690823
2024-11-30,SKU_A|STORE_2,12,0,0.6461823268257487
2024-12-01,SKU_A|STORE_2,24,1,1.245244780722702
2024-12-02,SKU_A|STORE_2,23,0,0.8817472676591511
2024-12-03,SKU_A|STORE_2,26,0,5.88933367596746
2024-12-04,SKU_A|STORE_2,34,0,3.091109199027063
2024-12-05,SKU_A|STORE_2,18,0,4.931893407643315
2024-12-06,SKU_A|STORE_2,20,0,3.7496484035674005
2024-12-07,SKU_A|STORE_2,21,0,5.36453721327534
2024-12-08,SKU_A|STORE_2,28,0,8.175393386855621
2024-12-09,SKU_A|STORE_2,22,0,4.193413621077169
2024-12-10,SKU_A|STORE_2,25,0,5.073975855427255
2024-12-11,SKU_A|STORE_2,49,1,4.3370373822101325
2024-12-12,SKU_A|STORE_2,32,0,7.893913866730284
2024-12-13,SKU_A|STORE_2,18,0,4.289510924296051
2024-12-14,SKU_A|STORE_2,22,0,4.2722443164147625
2024-12-15,SKU_A|STORE_2,25,0,3.9611761784474786
2024-12-16,SKU_A|STORE_2,26,0,4.118813430225263
2024-12-17,SKU_A|STORE_2,25,0,8.077715485271348
2024-12-18,SKU_A|STORE_2,43,0,12.475191884260271
2024-12-19,SKU_A|STORE_2,27,0,5.547993368762648
2024-12-20,SKU_A|STORE_2,29,0,9.644371128493667
2024-12-21,SKU_A|STORE_2,26,1,8.446696353167008
2024-12-22,SKU_A|STORE_2,16,0,5.944249019524671
2024-12-23,SKU_A|STORE_2,29,0,7.799255634586842
2024-12-24,SKU_A|STORE_2,22,0,8.091670109866193
2024-12-25,SKU_A|STORE_2,31,0,7.381375847383464
2024-12-26,SKU_A|STORE_2,37,0,12.829636162575742
2024-12-27,SKU_A|STORE_2,22,0,5.362129739057855
2024-12-28,SKU_A|STORE_2,19,0,10.142636889695101
2024-12-29,SKU_A|STORE_2,19,0,10.249989621794484
2024-12-30,SKU_A|STORE_2,24,0,8.634207329699825
2024-12-31,SKU_A|STORE_2,42,0,10.29900573075076
2025-01-01,SKU_A|STORE_2,30,0,11.961770211261824
2025-01-02,SKU_A|STORE_2,32,0,10.718529610352293
2025-01-03,SKU_A|STORE_2,23,0,11.454086651760406
2025-01-04,SKU_A|STORE_2,24,0,12.211452988172093
2025-01-05,SKU_A|STORE_2,18,0,6.96746560401626
2025-01-06,SKU_A|STORE_2,28,0,14.19397662031249
2025-01-07,SKU_A|STORE_2,38,0,15.999104479007672
2025-01-08,SKU_A|STORE_2,55,1,13.608935372791786
2025-01-09,SKU_A|STORE_2,39,0,13.879035113430076
2025-01-10,SKU_A|STORE_2,23,0,9.239023775544386
2025-01-11,SKU_A|STORE_2,27,0,12.021863781091971
2025-01-12,SKU_A|STORE_2,16,0,10.83716637314204
2025-01-13,SKU_A|STORE_2,33,0,11.488669635369806
2025-01-14,SKU_A|STORE_2,49,1,14.798147010004497
2025-01-15,SKU_A|STORE_2,32,0,11.456438366913503
2025-01-16,SKU_A|STORE_2,29,0,13.003295305018813
2025-01-17,SKU_A|STORE_2,30,0,9.644627751803903
2025-01-18,SKU_A|STORE_2,23,0,13.342190692064326
2025-01-19,SKU_A|STORE_2,22,0,14.035269460079643
2025-01-20,SKU_A|STORE_2,26,0,12.640694378851896
2025-01-21,SKU_A|STORE_2,38,0,12.804339867240941
2025-01-22,SKU_A|STORE_2,28,0,18.209540286655212
2025-01-23,SKU_A|STORE_2,24,0,12.20847230311341
2025-01-24,SKU_A|STORE_2,21,0,12.716621784670895
2025-01-25,SKU_A|STORE_2,22,0,13.38830228074461
2025-01-26,SKU_A|STORE_2,23,0,17.59094515583496
2025-01-27,SKU_A|STORE_2,35,0,19.581836988528387
2025-01-28,SKU_A|STORE_2,47,0,16.22695495432625
2025-01-29,SKU_A|STORE_2,24,0,14.310170049508448
2025-01-30,SKU_A|STORE_2,43,0,15.069841879639442
2025-01-31,SKU_A|STORE_2,34,0,18.233675961192805
2025-02-01,SKU_A|STORE_2,15,0,14.458851530560931
2025-02-02,SKU_A|STORE_2,23,0,19.361955312904147
2025-02-03,SKU_A|STORE_2,36,0,19.46238012644355
2025-02-04,SKU_A|STORE_2,48,0,16.94083710577404
2025-02-05,SKU_A|STORE_2,37,0,18.261863220064225
2025-02-06,SKU_A|STORE_2,31,0,18.636212139192075
2025-02-07,SKU_A|STORE_2,27,0,20.410142673700648
2025-02-08,SKU_A|STORE_2,18,0,15.361657483950573
2025-02-09,SKU_A|STORE_2,32,0,19.987596911714185
2025-02-10,SKU_A|STORE_2,30,0,17.03309872914247
2025-02-11,SKU_A|STORE_2,47,0,16.404093451756268
2025-02-12,SKU_A|STORE_2,41,0,18.298668289718456
2025-02-13,SKU_A|STORE_2,30,0,17.815944633510565
2025-02-14,SKU_A|STORE_2,29,0,16.41851396786211
2025-02-15,SKU_A|STORE_2,17,0,15.345218611111207
2025-02-16,SKU_A|STORE_2,26,0,16.799538663747192
2025-02-17,SKU_A|STORE_2,47,1,21.729718726893328
2025-02-18,SKU_A|STORE_2,37,0,22.88880405925294
2025-02-19,SKU_A|STORE_2,44,0,20.399902593790987
2025-02-20,SKU_A|STORE_2,50,0,21.60482885243046
2025-02-21,SKU_A|STORE_2,31,0,18.329884281668495
2025-02-22,SKU_A|STORE_2,32,0,19.33704453091778
2025-02-23,SKU_A|STORE_2,27,0,20.181862522656107
2024-01-01,SKU_B|STORE_1,0,0,13.068521650723998
2024-01-02,SKU_B|STORE_1,0,0,12.990764418964927
2024-01-03,SKU_B|STORE_1,12,0,15.046390226761286
2024-01-04,SKU_B|STORE_1,0,1,11.241217551953154
2024-01-05,SKU_B|STORE_1,8,0,11.231196637542581
2024-01-06,SKU_B|STORE_1,0,0,13.043981293839726
2024-01-07,SKU_B|STORE_1,8,0,11.275047781910985
2024-01-08,SKU_B|STORE_1,8,0,11.317559813149746
2024-01-09,SKU_B|STORE_1,15,1,9.552615461433854
2024-01-10,SKU_B|STORE_1,21,0,13.834146134134237
2024-01-11,SKU_B|STORE_1,14,0,9.911522187383891
2024-01-12,SKU_B|STORE_1,0,0,13.28324070173608
2024-01-13,SKU_B|STORE_1,8,0,9.622905512510966
2024-01-14,SKU_B|STORE_1,0,1,14.855731382184917
2024-01-15,SKU_B|STORE_1,14,0,10.806457545536125
2024-01-16,SKU_B|STORE_1,0,0,14.751203899201103
2024-01-17,SKU_B|STORE_1,0,0,10.084826952840906
2024-01-18,SKU_B|STORE_1,0,1,12.582157110359672
2024-01-19,SKU_B|STORE_1,4,0,16.015745502483387
2024-01-20,SKU_B|STORE_1,0,0,12.244544701081384
2024-01-21,SKU_B|STORE_1,0,1,14.184656816960144
2024-01-22,SKU_B|STORE_1,20,0,13.287251473675006
2024-01-23,SKU_B|STORE_1,0,0,9.81783392130227
2024-01-24,SKU_B|STORE_1,25,1,15.244079032659094
2024-01-25,SKU_B|STORE_1,0,0,15.682372869591351
2024-01-26,SKU_B|STORE_1,13,0,12.790778746179349
2024-01-27,SKU_B|STORE_1,6,0,16.34067970398431
2024-01-28,SKU_B|STORE_1,0,0,13.787361892834232
2024-01-29,SKU_B|STORE_1,15,0,13.555809508220637
2024-01-30,SKU_B|STORE_1,11,0,15.758513181554022
2024-01-31,SKU_B|STORE_1,0,0,14.562476713762216
2024-02-01,SKU_B|STORE_1,13,0,20.688918536052842
2024-02-02,SKU_B|STORE_1,13,0,13.171144025181801
2024-02-03,SKU_B|STORE_1,9,0,17.93294208292165
2024-02-04,SKU_B|STORE_1,21,0,18.607038372268693
2024-02-05,SKU_B|STORE_1,18,1,12.841878825244697
2024-02-06,SKU_B|STORE_1,13,0,13.50463501942528
2024-02-07,SKU_B|STORE_1,24,0,18.261502029884195
2024-02-08,SKU_B|STORE_1,15,0,16.338698906003632
2024-02-09,SKU_B|STORE_1,13,0,18.231686686348077
2024-02-10,SKU_B|STORE_1,10,0,19.904081748703938
2024-02-11,SKU_B|STORE_1,15,0,17.03925832174796
2024-02-12,SKU_B|STORE_1,0,0,15.81168403714797
2024-02-13,SKU_B|STORE_1,18,0,12.634441363403106
2024-02-14,SKU_B|STORE_1,10,0,18.653832608475327
2024-02-15,SKU_B|STORE_1,14,0,16.53626864578202
2024-02-16,SKU_B|STORE_1,10,0,19.166650049131956
2024-02-17,SKU_B|STORE_1,16,0,19.14697320750899
2024-02-18,SKU_B|STORE_1,8,0,16.05606868287633
